ID,Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Brand_encoded,Category_encoded,Price_USD_scaled,Rating_scaled
243,Magic Powder,IT Cosmetics,Eyeliner,82.07,4.9,7012,16,9,0.047916177698322446,1.6247342618759628
244,Magic Face Oil,Make Up For Ever,Concealer,11.26,4.9,1163,23,5,-1.704735593587599,1.6247342618759628
245,Magic Face Mask,Glossier,CC Cream,67.97,4.9,2545,13,3,-0.30107958526074385,1.6247342618759628
246,Super BB Cream,E.l.f.,Makeup Remover,104.06,4.9,92,10,17,0.5922010590791646,1.6247342618759628
247,Super Contour,Bourjois,Mascara,120.26,4.9,4206,4,18,0.9931749143938368,1.6247342618759628
248,Perfect Lip Liner,Urban Decay,Blush,78.05,4.9,7984,38,1,-0.051584741953836825,1.6247342618759628
249,Perfect Contour,Hourglass,Bronzer,40.59,4.9,8460,14,2,-0.9787749036876402,1.6247342618759628
250,Ultra Blush,Sisley,Cleanser,128.76,4.9,2177,34,4,1.2035624310712878,1.6247342618759628
251,Super BB Cream,IT Cosmetics,Serum,72.53,4.9,5921,16,22,-0.1882128704314287,1.6247342618759628
252,Magic Lip Liner,Farsali,Eye Shadow,65.78,4.9,1524,11,8,-0.3552853101458754,1.6247342618759628
253,Super Bronzer,IT Cosmetics,Setting Spray,125.75,4.9,9523,16,23,1.12906049869492,1.6247342618759628
254,Divine Moisturizer,Glossier,Lip Liner,134.1,4.9,2748,13,15,1.335735294489828,1.6247342618759628
255,Divine Makeup Remover,Bourjois,Blush,11.26,4.9,1176,4,1,-1.704735593587599,1.6247342618759628
256,Perfect Concealer,NARS,Cleanser,104.87,4.9,5639,26,4,0.6122497518448983,1.6247342618759628
257,Ultra Lip Gloss,Hourglass,Powder,76.17,4.9,4542,14,20,-0.0981175103483789,1.6247342618759628
258,Super Contour,Huda Beauty,Face Oil,29.26,4.9,7621,15,11,-1.2592090876824076,1.6247342618759628
259,Perfect Setting Spray,Anastasia Beverly Hills,BB Cream,114.08,4.9,6411,0,0,0.8402108140330543,1.6247342618759628
260,Magic Foundation,Sisley,Face Oil,110.0,4.9,6104,34,11,0.7392248060278777,1.6247342618759628
261,Super Lipstick,Glossier,Eye Shadow,16.84,4.9,8003,13,8,-1.5666223767569896,1.6247342618759628
262,Ultra Powder,Hourglass,Cleanser,46.47,4.9,651,14,4,-0.8332362450919445,1.6247342618759628
263,Divine CC Cream,Tarte,BB Cream,13.9,4.9,4969,35,0,-1.6393917060548375,1.6247342618759628
264,Divine Lip Liner,Farsali,Highlighter,132.41,4.9,4882,11,13,1.2939053058798407,1.6247342618759628
265,Divine Mascara,Bobby Brown,Face Mask,144.52,4.9,1936,3,10,1.5936456384638336,1.6247342618759628
266,Magic Face Oil,Shiseido,Contour,63.88,4.9,8051,33,6,-0.40231310799142334,1.6247342618759628
267,Super Blush,IT Cosmetics,Eye Shadow,116.9,4.9,1113,16,8,0.9100099666248678,1.6247342618759628
268,Super Foundation,Laura Mercier,Eye Shadow,147.41,4.9,1863,22,8,1.6651773941341665,1.6247342618759628
269,Super Serum,KVD Beauty,Bronzer,49.96,4.9,2841,19,2,-0.7468536058914379,1.6247342618759628
270,Divine Face Oil,Tatcha,Makeup Remover,78.95,4.9,3092,36,17,-0.02930841665857712,1.6247342618759628
271,Perfect Face Oil,Bite Beauty,Concealer,89.98,4.9,921,2,5,0.24370032557110397,1.6247342618759628
272,Super Exfoliator,Bourjois,Contour,28.91,4.9,6435,4,6,-1.2678721030750089,1.6247342618759628
273,Super Blush,Kylie Cosmetics,Eyeliner,11.34,4.9,5915,21,9,-1.702755475783576,1.6247342618759628
274,Perfect Eye Shadow,Bite Beauty,Face Mask,37.45,4.9,5359,2,10,-1.0564945274955457,1.6247342618759628
275,Divine Moisturizer,Milk Makeup,Eyeliner,118.8,4.9,5371,24,9,0.9570377644704154,1.6247342618759628
276,Ultra Cleanser,Yves Saint Laurent,Cleanser,31.33,4.9,9863,39,4,-1.2079735395033109,1.6247342618759628
277,Ultra Powder,Make Up For Ever,Foundation,40.25,4.9,7808,23,12,-0.9871904043547383,1.6247342618759628
278,Divine Highlighter,Too Faced,Concealer,89.04,4.9,1053,37,5,0.22043394137383293,1.6247342618759628
279,Divine Lip Gloss,Fenty Beauty,Lip Gloss,77.22,4.9,6032,12,14,-0.07212846417057615,1.6247342618759628
280,Divine Eye Shadow,Anastasia Beverly Hills,Makeup Remover,136.63,4.9,3414,0,17,1.3983565200420576,1.6247342618759628
281,Super Eyeliner,Pat McGrath Labs,BB Cream,97.43,4.9,3357,28,0,0.42809879607075263,1.6247342618759628
282,Perfect Eyeliner,Morphe,BB Cream,35.99,4.9,389,25,0,-1.0926316774189668,1.6247342618759628
283,Magic Bronzer,NARS,BB Cream,62.17,4.9,6145,26,0,-0.4446381260524165,1.6247342618759628
284,Perfect Eyeliner,Shiseido,Moisturizer,39.83,4.9,7724,33,19,-0.9975860228258595,1.6247342618759628
285,Divine Contour,ColourPop,Lip Liner,56.76,4.9,8856,7,15,-0.5785435925494768,1.6247342618759628
286,Ultra Setting Spray,Anastasia Beverly Hills,CC Cream,29.99,4.9,5649,0,3,-1.2411405127206974,1.6247342618759628
287,Divine Face Mask,Charlotte Tilbury,Foundation,149.25,4.9,1868,5,12,1.7107201036266975,1.6247342618759628
288,Ultra Mascara,Juvia’s Place,Makeup Remover,101.82,4.9,1220,18,17,0.5367577605665184,1.6247342618759628
289,Divine Foundation,Ilia Beauty,Eye Shadow,71.85,4.9,4251,17,8,-0.20504387176562497,1.6247342618759628
290,Perfect Concealer,Tarte,Mascara,30.7,4.9,8412,35,18,-1.2235669672099925,1.6247342618759628
291,Magic Powder,Perricone MD,Concealer,136.89,4.9,3405,30,5,1.4047919029051323,1.6247342618759628
292,Divine Mascara,Juvia’s Place,Eye Shadow,56.42,4.9,4599,18,8,-0.5869590932165748,1.6247342618759628
293,Magic Face Mask,E.l.f.,Primer,114.46,4.9,9238,10,21,0.8496163736021638,1.6247342618759628
294,Magic Serum,E.l.f.,Highlighter,69.24,4.9,1844,10,13,-0.26964521512187767,1.6247342618759628
295,Divine Primer,Tarte,Powder,104.63,4.9,5902,35,20,0.6063093984328288,1.6247342618759628
296,Super Face Mask,Rare Beauty,Concealer,46.33,4.9,1596,32,5,-0.8367014512489849,1.6247342618759628
297,Super Concealer,Drunk Elephant,Exfoliator,68.58,4.9,9076,9,7,-0.28598118700506797,1.6247342618759628
298,Divine Exfoliator,Laura Mercier,Bronzer,134.3,4.9,5746,22,2,1.340685588999886,1.6247342618759628
299,Ultra Highlighter,Bite Beauty,Contour,146.98,4.9,2821,2,6,1.6545342609375424,1.6247342618759628
300,Divine BB Cream,Yves Saint Laurent,Highlighter,73.78,4.9,7649,39,13,-0.1572735297435682,1.6247342618759628
301,Super Bronzer,Tarte,Cleanser,31.9,4.9,151,35,4,-1.1938652001496464,1.6247342618759628
302,Perfect Blush,IT Cosmetics,Face Oil,11.03,4.9,1334,16,11,-1.7104284322741654,1.6247342618759628
303,Ultra Face Mask,Ilia Beauty,Serum,105.93,4.9,376,17,22,0.638486312748204,1.6247342618759628
304,Super Makeup Remover,Yves Saint Laurent,Bronzer,71.63,4.9,511,39,2,-0.2104891957266884,1.6247342618759628
305,Perfect Moisturizer,Danessa Myricks,Powder,16.1,4.9,3888,8,20,-1.584938466444203,1.6247342618759628
306,Divine Bronzer,Becca,BB Cream,113.52,4.9,3381,1,0,0.8263499894048927,1.6247342618759628
307,Divine Lipstick,Tatcha,Contour,93.05,4.9,1914,36,6,0.3196873463004892,1.6247342618759628
308,Divine Cleanser,Kylie Cosmetics,Cleanser,147.85,4.9,3011,21,4,1.6760680420562935,1.6247342618759628
309,Divine BB Cream,Tatcha,CC Cream,92.26,4.9,452,36,3,0.30013368298576154,1.6247342618759628
310,Magic Powder,Anastasia Beverly Hills,Face Mask,27.88,4.9,405,0,10,-1.2933661198018058,1.6247342618759628
311,Magic Face Mask,Perricone MD,Highlighter,39.65,4.9,3037,30,13,-1.0020412878849114,1.6247342618759628
312,Ultra Foundation,E.l.f.,Makeup Remover,37.15,4.9,4604,10,17,-1.0639199692606323,1.6247342618759628
313,Ultra Face Mask,Patrick Ta,Face Oil,112.23,4.9,3260,29,11,0.7944205898150208,1.6247342618759628
314,Magic Lip Liner,Glossier,Primer,14.16,4.9,1354,13,21,-1.6329563231917628,1.6247342618759628
315,Ultra Face Mask,E.l.f.,Cleanser,15.36,4.9,5936,10,4,-1.6032545561314167,1.6247342618759628
316,Divine Eye Shadow,RMS Beauty,Powder,32.39,4.9,1497,31,20,-1.1817369786000052,1.6247342618759628
317,Ultra CC Cream,Milk Makeup,CC Cream,106.85,4.9,6954,24,3,0.661257667494469,1.6247342618759628
318,Super Face Oil,Pat McGrath Labs,Bronzer,90.03,4.9,5304,28,2,0.2449378991986183,1.6247342618759628
319,Divine CC Cream,RMS Beauty,Setting Spray,76.22,4.9,7504,31,23,-0.09687993672086455,1.6247342618759628
320,Magic Highlighter,ColourPop,Makeup Remover,70.52,4.9,5788,7,17,-0.23796333025750852,1.6247342618759628
321,Ultra BB Cream,Laura Mercier,Exfoliator,124.65,4.9,5990,22,7,1.101833878889603,1.6247342618759628
322,Divine Primer,IT Cosmetics,Makeup Remover,17.62,4.9,686,16,17,-1.5473162281677646,1.6247342618759628
323,Ultra Highlighter,Milk Makeup,Setting Spray,11.16,4.9,7432,24,23,-1.707210740842628,1.6247342618759628
324,Perfect Powder,Patrick Ta,Concealer,97.22,4.9,7188,29,5,0.42290098683519184,1.6247342618759628
325,Super Concealer,Tatcha,Lip Liner,144.34,4.9,6592,36,15,1.5891903734047814,1.6247342618759628
326,Magic BB Cream,Danessa Myricks,Serum,144.33,4.9,5005,8,22,1.5889428586792786,1.6247342618759628
327,Super Face Mask,ColourPop,Cleanser,60.29,4.9,9804,7,4,-0.4911708944469588,1.6247342618759628
328,Super Cleanser,Patrick Ta,Face Oil,90.07,4.9,8451,29,11,0.24592795810062965,1.6247342618759628
329,Super Lip Liner,Shiseido,Cleanser,38.0,4.9,8782,33,4,-1.0428812175928872,1.6247342618759628
330,Perfect Setting Spray,Kiehl’s,Contour,26.83,4.9,4354,20,6,-1.3193551659796086,1.6247342618759628
331,Magic Bronzer,Milk Makeup,BB Cream,26.49,4.9,7794,24,0,-1.3277706666467068,1.6247342618759628
332,Divine Makeup Remover,Kylie Cosmetics,Serum,87.64,4.9,9865,21,22,0.18578187980342903,1.6247342618759628
333,Perfect Face Mask,Kiehl’s,Makeup Remover,49.22,4.9,3025,20,17,-0.7651696955786513,1.6247342618759628
334,Perfect Exfoliator,Hourglass,Highlighter,87.31,4.9,3777,14,13,0.1776138938618339,1.6247342618759628
335,Ultra Exfoliator,Kylie Cosmetics,Face Mask,127.64,4.9,7964,21,10,1.175840781814965,1.6247342618759628
336,Divine Face Mask,Danessa Myricks,Face Mask,149.4,4.9,3784,8,10,1.7144328245092408,1.6247342618759628
337,Ultra BB Cream,Kiehl’s,Foundation,65.63,4.9,6130,20,12,-0.3589980310284188,1.6247342618759628
338,Magic BB Cream,Yves Saint Laurent,Lip Liner,69.68,4.9,3559,39,15,-0.2587545671997505,1.6247342618759628
339,Perfect Setting Spray,Tarte,Contour,47.58,4.9,1842,35,6,-0.8057621105611243,1.6247342618759628
340,Super Face Oil,Morphe,Exfoliator,76.31,4.9,2276,25,7,-0.09465230419133851,1.6247342618759628
341,Perfect Face Mask,Perricone MD,Moisturizer,101.49,4.9,181,30,19,0.5285897746249232,1.6247342618759628
342,Ultra Highlighter,Rare Beauty,Mascara,48.07,4.9,863,32,18,-0.793633889011483,1.6247342618759628
343,Magic Highlighter,Patrick Ta,Primer,55.04,4.9,5010,29,21,-0.6211161253359728,1.6247342618759628
344,Divine Highlighter,Laura Mercier,Eye Shadow,27.36,4.9,4568,22,8,-1.3062368855279558,1.6247342618759628
345,Super CC Cream,KVD Beauty,Mascara,20.76,4.9,4559,19,18,-1.4695966043598592,1.6247342618759628
346,Perfect BB Cream,Kiehl’s,Contour,63.32,4.9,7676,20,6,-0.4161739326195849,1.6247342618759628
347,Magic Bronzer,Farsali,Lip Gloss,116.34,4.9,9042,11,14,0.8961491419967061,1.6247342618759628
348,Super Mascara,NARS,BB Cream,16.36,4.9,1690,26,0,-1.5785030835811282,1.6247342618759628
349,Divine Moisturizer,Urban Decay,Blush,39.88,4.9,1467,38,1,-0.996348449198345,1.6247342618759628
350,Ultra Setting Spray,Danessa Myricks,Foundation,88.67,4.9,5700,8,12,0.2112758965302261,1.6247342618759628
351,Super Mascara,Natasha Denona,Powder,120.91,4.9,8073,27,20,1.009263371551524,1.6247342618759628
352,Magic Bronzer,Natasha Denona,Foundation,124.04,4.9,8734,27,12,1.0867354806339269,1.6247342618759628
353,Perfect Highlighter,Yves Saint Laurent,Contour,68.83,4.9,8297,39,6,-0.27979331886749587,1.6247342618759628
354,Magic Eye Shadow,Sisley,Primer,70.46,4.9,313,34,21,-0.23944841861052588,1.6247342618759628
355,Divine Cleanser,Patrick Ta,Contour,142.77,4.9,8888,29,6,1.5503305615008287,1.6247342618759628
356,Magic CC Cream,Patrick Ta,Eyeliner,116.82,4.9,8366,29,9,0.9080298488208444,1.6247342618759628
357,Divine Bronzer,E.l.f.,Lip Gloss,44.31,4.9,8779,10,14,-0.8866994258005674,1.6247342618759628
358,Perfect CC Cream,Farsali,CC Cream,89.6,4.9,3919,11,3,0.23429476600199414,1.6247342618759628
359,Ultra Bronzer,Urban Decay,Moisturizer,57.18,4.9,709,38,19,-0.5681479740783557,1.6247342618759628
360,Divine Exfoliator,IT Cosmetics,Serum,43.13,4.9,5488,16,22,-0.9159061634099076,1.6247342618759628
361,Perfect Lipstick,Danessa Myricks,Cleanser,114.51,4.9,2944,8,4,0.8508539472296784,1.6247342618759628
362,Perfect Makeup Remover,Huda Beauty,Blush,15.18,4.9,2805,15,1,-1.6077098211904686,1.6247342618759628
363,Perfect Bronzer,Shiseido,Concealer,82.44,4.9,1007,33,5,0.05707422254192927,1.6247342618759628
364,Magic Setting Spray,Yves Saint Laurent,Moisturizer,26.05,4.9,4420,39,19,-1.3386613145688337,1.6247342618759628
365,Super Lip Liner,Shiseido,Moisturizer,69.54,4.9,199,33,19,-0.26221977335679086,1.6247342618759628
366,Perfect Lipstick,ColourPop,Primer,141.51,4.9,5307,7,21,1.5191437060874649,1.6247342618759628
367,Ultra CC Cream,Patrick Ta,Powder,85.96,4.9,5344,29,20,0.14419940591894434,1.6247342618759628
368,Perfect Mascara,Anastasia Beverly Hills,Cleanser,15.84,4.9,2059,0,4,-1.591373849307278,1.6247342618759628
369,Ultra Lip Liner,Sisley,BB Cream,136.19,4.9,5382,34,0,1.3874658721199309,1.6247342618759628
370,Perfect Lip Gloss,Kiehl’s,Blush,55.92,4.9,1890,20,1,-0.599334829491719,1.6247342618759628
371,Perfect Highlighter,Laura Mercier,BB Cream,97.3,4.9,1034,22,0,0.4248811046392149,1.6247342618759628
372,Super Face Oil,Tarte,Serum,126.63,4.9,65,35,22,1.1508417945391736,1.6247342618759628
373,Super Primer,Huda Beauty,Setting Spray,51.89,4.9,8857,15,23,-0.6990832638693812,1.6247342618759628
374,Divine Eye Shadow,Drunk Elephant,Primer,82.74,4.9,5755,9,21,0.06449966430701572,1.6247342618759628
375,Perfect Makeup Remover,Milk Makeup,Exfoliator,89.83,4.9,111,24,7,0.23998760468856056,1.6247342618759628
376,Ultra Contour,Becca,Makeup Remover,60.8,4.9,8024,1,17,-0.47854764344631173,1.6247342618759628
377,Perfect Mascara,Anastasia Beverly Hills,Blush,121.87,4.9,4247,0,1,1.0330247851998011,1.6247342618759628
378,Ultra Face Oil,ColourPop,Face Mask,116.02,4.9,1477,7,10,0.8882286707806137,1.6247342618759628
379,Magic CC Cream,Farsali,Contour,38.7,4.9,1100,11,6,-1.0255551868076853,1.6247342618759628
380,Ultra Face Mask,Bourjois,Lip Gloss,116.76,4.9,4036,4,14,0.9065447604678274,1.6247342618759628
381,Divine Mascara,Make Up For Ever,BB Cream,23.38,4.9,3086,23,0,-1.4047477462781037,1.6247342618759628
382,Magic Bronzer,Ilia Beauty,Primer,13.73,4.9,7768,17,21,-1.6435994563883867,1.6247342618759628
383,Divine Serum,Yves Saint Laurent,CC Cream,122.24,4.9,687,39,3,1.0421828300434075,1.6247342618759628
384,Divine Contour,Tatcha,Contour,89.48,4.9,7942,36,6,0.23132458929595975,1.6247342618759628
385,Magic Eye Shadow,Urban Decay,Mascara,62.11,4.9,5221,38,18,-0.44612321440543384,1.6247342618759628
386,Magic Mascara,KVD Beauty,Blush,108.28,4.9,3446,19,1,0.6966522732413816,1.6247342618759628
387,Super Eye Shadow,KVD Beauty,Eye Shadow,20.74,4.9,4265,19,8,-1.4700916338108652,1.6247342618759628
388,Magic Face Oil,Drunk Elephant,Face Mask,145.06,4.9,8162,9,10,1.607011433640989,1.6247342618759628
389,Perfect Primer,Bobby Brown,Eyeliner,101.31,4.9,8551,3,9,0.5241345095658715,1.6247342618759628
390,Perfect Lipstick,Urban Decay,Mascara,61.98,4.9,1926,38,18,-0.44934090583697145,1.6247342618759628
391,Super Cleanser,Sisley,Primer,122.34,4.9,7382,34,21,1.0446579772984366,1.6247342618759628
392,Divine Mascara,Drunk Elephant,Cleanser,78.02,4.9,2557,9,4,-0.0523272861303455,1.6247342618759628
393,Super Setting Spray,Milk Makeup,Setting Spray,107.08,4.9,702,24,23,0.6669505061810355,1.6247342618759628
394,Divine Face Oil,Perricone MD,Primer,144.41,4.9,4936,30,21,1.5909229764833015,1.6247342618759628
395,Magic Bronzer,Kylie Cosmetics,Face Oil,18.31,4.9,2751,21,11,-1.5302377121080657,1.6247342618759628
396,Ultra Primer,Bobby Brown,Highlighter,68.66,4.9,2710,3,13,-0.2840010692010449,1.6247342618759628
397,Ultra Foundation,Hourglass,Face Oil,145.62,4.9,1280,14,11,1.6208722582691506,1.6247342618759628
398,Magic Mascara,Yves Saint Laurent,CC Cream,45.48,4.9,1436,39,3,-0.85774020291673,1.6247342618759628
399,Ultra Eye Shadow,Clinique,Primer,139.1,4.9,3356,6,21,1.4594926572412699,1.6247342618759628
400,Ultra BB Cream,E.l.f.,Blush,28.56,4.9,7299,10,1,-1.2765351184676097,1.6247342618759628
401,Perfect Serum,IT Cosmetics,Serum,26.94,4.9,9539,16,22,-1.316632503999077,1.6247342618759628
402,Divine Foundation,Milk Makeup,Mascara,105.09,4.9,4367,24,18,0.6176950758059617,1.6247342618759628
403,Magic BB Cream,Shiseido,Primer,113.47,4.9,4751,33,21,0.8251124157773784,1.6247342618759628
404,Perfect Lip Liner,Tarte,Face Mask,108.76,4.9,9612,35,10,0.7085329800655201,1.6247342618759628
405,Ultra Eye Shadow,Anastasia Beverly Hills,Face Oil,36.14,4.9,3565,0,11,-1.0889189565364237,1.6247342618759628
406,Divine Lip Gloss,Patrick Ta,Moisturizer,126.34,4.9,1487,29,19,1.1436638674995903,1.6247342618759628
407,Perfect Highlighter,Bobby Brown,Serum,134.46,4.9,9481,3,22,1.344645824607932,1.6247342618759628
408,Magic CC Cream,Natasha Denona,Mascara,57.31,4.9,6484,27,18,-0.5649302826468181,1.6247342618759628
409,Divine Mascara,Laura Mercier,CC Cream,51.77,4.9,3386,22,3,-0.7020534405754159,1.6247342618759628
410,Divine Face Oil,Becca,Face Oil,48.61,4.9,3042,1,11,-0.7802680938343273,1.6247342618759628
411,Divine Lip Liner,Pat McGrath Labs,Bronzer,100.05,4.9,3685,28,2,0.49294765415250796,1.6247342618759628
412,Super Primer,Fenty Beauty,CC Cream,71.44,4.9,3276,12,3,-0.21519197551124314,1.6247342618759628
413,Ultra Moisturizer,Tatcha,CC Cream,51.23,4.9,1044,36,3,-0.7154192357525717,1.6247342618759628
414,Ultra Blush,Becca,Eyeliner,99.1,4.9,8558,1,9,0.46943375522973396,1.6247342618759628
415,Ultra CC Cream,NARS,BB Cream,28.59,4.9,8908,26,0,-1.275792574291101,1.6247342618759628
416,Magic Makeup Remover,Patrick Ta,Face Oil,98.87,4.9,2655,29,11,0.46374091654316785,1.6247342618759628
417,Magic Powder,KVD Beauty,Moisturizer,112.82,4.9,5652,19,19,0.8090239586196908,1.6247342618759628
418,Ultra Lip Gloss,Shiseido,Cleanser,110.36,4.9,2455,33,4,0.7481353361459815,1.6247342618759628
419,Magic Bronzer,Tatcha,Foundation,145.26,4.9,8816,36,12,1.6119617281510463,1.6247342618759628
420,Perfect Face Mask,Charlotte Tilbury,CC Cream,26.61,4.9,8961,5,3,-1.324800489940672,1.6247342618759628
421,Ultra Serum,Morphe,Highlighter,39.35,4.9,2565,25,13,-1.0094667296499977,1.6247342618759628
422,Perfect CC Cream,NARS,Lip Gloss,56.0,4.9,6267,26,14,-0.5973547116876959,1.6247342618759628
423,Magic Primer,Hourglass,Blush,23.82,4.9,3107,14,1,-1.3938570983559766,1.6247342618759628
424,Divine Eyeliner,Rare Beauty,Powder,113.08,4.9,3180,32,20,0.8154593414827659,1.6247342618759628
425,Divine Moisturizer,Laura Mercier,CC Cream,135.5,4.9,8873,22,3,1.3703873560602318,1.6247342618759628
426,Ultra Blush,Bobby Brown,Face Oil,34.8,4.9,481,3,11,-1.1220859297538102,1.6247342618759628
427,Divine Blush,Juvia’s Place,Blush,137.56,4.9,2076,18,1,1.421375389513826,1.6247342618759628
428,Divine Face Mask,Clinique,Highlighter,23.7,4.9,3726,6,13,-1.3968272750620112,1.6247342618759628
429,Magic Concealer,Morphe,Eye Shadow,140.16,4.9,5946,25,8,1.4857292181445758,1.6247342618759628
430,Ultra Lip Gloss,Make Up For Ever,Eye Shadow,106.9,4.9,6242,23,8,0.6624952411219838,1.6247342618759628
431,Perfect Foundation,Charlotte Tilbury,Concealer,26.87,4.9,5372,5,5,-1.318365107077597,1.6247342618759628
432,Magic Contour,Shiseido,Cleanser,94.34,4.9,374,33,4,0.35161674589036135,1.6247342618759628
433,Super Serum,Urban Decay,Mascara,131.59,4.9,6291,38,18,1.2736090983886044,1.6247342618759628
434,Divine Eyeliner,Rare Beauty,Lip Gloss,24.62,4.9,3110,32,14,-1.3740559203157459,1.6247342618759628
435,Perfect Makeup Remover,Kiehl’s,Face Oil,19.57,4.9,6111,20,11,-1.4990508566947025,1.6247342618759628
436,Perfect Powder,Kylie Cosmetics,Contour,94.64,4.9,2809,21,6,0.3590421876554478,1.6247342618759628
437,Divine Mascara,Patrick Ta,Mascara,65.46,4.9,1392,29,18,-0.36320578136196785,1.6247342618759628
438,Perfect Blush,Huda Beauty,Setting Spray,19.44,4.9,8395,15,23,-1.5022685481262399,1.6247342618759628
439,Magic Eye Shadow,ColourPop,Powder,68.11,4.9,2777,7,20,-0.2976143791037035,1.6247342618759628
440,Super Mascara,Hourglass,Eyeliner,42.73,4.9,3625,14,9,-0.9258067524300231,1.6247342618759628
441,Ultra Powder,Milk Makeup,Primer,137.97,4.9,7128,24,21,1.4315234932594443,1.6247342618759628
442,Divine Mascara,Huda Beauty,Contour,116.69,4.9,3827,15,6,0.904812157389307,1.6247342618759628
443,Perfect CC Cream,Kiehl’s,Powder,142.57,4.9,4155,20,20,1.5453802669907706,1.6247342618759628
444,Ultra Foundation,Natasha Denona,Eyeliner,135.94,4.9,7163,27,9,1.3812780039823587,1.6247342618759628
445,Perfect Eyeliner,Danessa Myricks,Bronzer,33.21,4.9,5841,8,2,-1.1614407711087686,1.6247342618759628
446,Magic Concealer,IT Cosmetics,Setting Spray,18.89,4.9,7054,16,23,-1.5158818580288984,1.6247342618759628
447,Ultra Mascara,Sisley,Lip Gloss,53.77,4.9,7874,34,14,-0.652550495474839,1.6247342618759628
448,Ultra Concealer,Bite Beauty,Moisturizer,95.98,4.9,2476,2,19,0.39220916087283436,1.6247342618759628
449,Perfect Serum,Perricone MD,Lip Liner,48.09,4.9,5926,30,15,-0.7931388595604771,1.6247342618759628
