Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
219,Fenty Beauty,Moisturizer,Occasional,31.89,3.2,6463,250ml,Normal,Female,Spray,Salicylic Acid,FALSE,Germany
220,Tarte,Bronzer,Monthly,58.92,4.2,3820,30ml,Combination,Unisex,Tube,Glycerin,FALSE,UK
221,Pat McGrath Labs,Exfoliator,Daily,54.65,4.9,7666,200ml,Oily,Female,Tube,Glycerin,FALSE,UK
222,Perricone MD,Cleanser,Daily,148.17,2.0,6541,50ml,Combination,Unisex,Bottle,Hyaluronic Acid,TRUE,South Korea
223,Ilia Beauty,Foundation,Monthly,119.22,2.8,8082,250ml,Normal,Unisex,Stick,Hyaluronic Acid,TRUE,France
224,Tarte,Eye Shadow,Daily,143.59,1.2,9635,50ml,Combination,Female,Jar,Shea Butter,FALSE,South Korea
225,ColourPop,Lip Gloss,Occasional,116.47,3.6,9048,200ml,Combination,Female,Bottle,Retinol,TRUE,UK
226,Kiehl’s,Blush,Weekly,35.66,2.7,3081,100ml,Normal,Male,Jar,Glycerin,FALSE,Italy
227,Juvia’s Place,Mascara,Weekly,37.4,2.6,5029,250ml,Sensitive,Female,Bottle,Retinol,FALSE,Germany
228,Glossier,Makeup Remover,Occasional,144.29,3.0,1718,200ml,Combination,Male,Compact,Vitamin C,FALSE,USA
229,Sisley,Blush,Weekly,104.34,1.9,401,30ml,Sensitive,Male,Jar,Shea Butter,FALSE,Australia
230,Anastasia Beverly Hills,Concealer,Monthly,84.07,3.8,3362,100ml,Dry,Female,Spray,Shea Butter,TRUE,South Korea
231,Tatcha,Bronzer,Weekly,104.9,4.5,6379,100ml,Normal,Female,Tube,Shea Butter,FALSE,USA
232,Shiseido,Concealer,Daily,131.63,3.6,9990,150ml,Dry,Female,Spray,Shea Butter,FALSE,South Korea
233,Perricone MD,Foundation,Occasional,114.6,2.4,991,200ml,Normal,Unisex,Jar,Salicylic Acid,TRUE,South Korea
234,Tarte,Face Mask,Monthly,40.81,3.8,8723,100ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
235,Huda Beauty,Bronzer,Weekly,11.44,1.8,3305,250ml,Normal,Male,Jar,Salicylic Acid,TRUE,Germany
236,KVD Beauty,CC Cream,Weekly,127.76,2.3,8587,100ml,Normal,Female,Stick,Hyaluronic Acid,FALSE,Australia
237,IT Cosmetics,Lipstick,Occasional,76.92,1.3,9889,250ml,Dry,Male,Jar,Shea Butter,TRUE,South Korea
238,E.l.f.,Eye Shadow,Monthly,120.91,3.2,5159,50ml,Dry,Unisex,Spray,Vitamin C,TRUE,UK
239,Farsali,Lipstick,Daily,67.32,1.5,6102,100ml,Combination,Female,Spray,Vitamin C,TRUE,France
240,Kylie Cosmetics,Contour,Weekly,87.39,2.6,4846,30ml,Dry,Male,Bottle,Salicylic Acid,FALSE,USA
241,Charlotte Tilbury,Cleanser,Daily,85.83,4.6,8613,50ml,Dry,Male,Compact,Salicylic Acid,TRUE,Japan
242,Shiseido,Highlighter,Weekly,47.15,4.1,6406,100ml,Combination,Unisex,Bottle,Vitamin C,FALSE,USA
243,Farsali,Foundation,Occasional,103.0,5.0,9904,30ml,Dry,Unisex,Stick,Vitamin C,TRUE,Australia
244,Clinique,Serum,Occasional,113.65,2.3,3028,50ml,Normal,Unisex,Stick,Retinol,TRUE,Australia
245,Anastasia Beverly Hills,Blush,Occasional,96.37,2.2,776,50ml,Dry,Male,Tube,Salicylic Acid,FALSE,Italy
246,Bobby Brown,Eyeliner,Weekly,70.72,1.6,8753,250ml,Combination,Unisex,Spray,Glycerin,TRUE,USA
247,E.l.f.,Concealer,Monthly,114.3,2.7,3174,200ml,Oily,Unisex,Bottle,Retinol,FALSE,Italy
248,Kylie Cosmetics,Highlighter,Occasional,55.93,3.3,8919,250ml,Dry,Female,Compact,Hyaluronic Acid,FALSE,Australia
249,Kylie Cosmetics,Foundation,Monthly,134.96,4.7,5283,200ml,Dry,Male,Tube,Aloe Vera,FALSE,UK
250,Juvia’s Place,Lip Liner,Occasional,43.32,1.7,1448,30ml,Sensitive,Female,Stick,Hyaluronic Acid,FALSE,South Korea
251,Bobby Brown,Moisturizer,Weekly,40.31,4.9,7779,30ml,Oily,Female,Stick,Glycerin,TRUE,USA
252,Farsali,Lipstick,Occasional,31.57,4.0,6269,250ml,Oily,Female,Jar,Hyaluronic Acid,TRUE,Japan
253,Kylie Cosmetics,Contour,Occasional,96.34,3.9,8488,150ml,Oily,Female,Jar,Shea Butter,TRUE,Australia
254,Make Up For Ever,Primer,Monthly,101.91,1.9,4422,30ml,Combination,Male,Compact,Retinol,TRUE,USA
255,Make Up For Ever,Face Oil,Occasional,10.2,1.8,7814,100ml,Combination,Unisex,Tube,Shea Butter,TRUE,Italy
256,Drunk Elephant,Primer,Weekly,63.5,3.2,4547,250ml,Dry,Female,Stick,Shea Butter,TRUE,Japan
257,Bobby Brown,Eyeliner,Daily,119.63,2.2,3089,250ml,Normal,Male,Bottle,Hyaluronic Acid,FALSE,USA
258,Yves Saint Laurent,BB Cream,Daily,147.67,1.0,9889,150ml,Sensitive,Female,Stick,Glycerin,TRUE,Japan
259,Juvia’s Place,Eyeliner,Monthly,70.24,2.4,5240,150ml,Sensitive,Unisex,Spray,Shea Butter,TRUE,USA
260,Becca,Face Oil,Daily,86.98,1.8,8258,50ml,Dry,Unisex,Tube,Glycerin,FALSE,USA
261,Becca,CC Cream,Daily,145.28,4.7,766,30ml,Oily,Female,Spray,Retinol,TRUE,Italy
262,Milk Makeup,Eye Shadow,Occasional,63.09,1.3,8611,100ml,Dry,Unisex,Stick,Aloe Vera,TRUE,France
263,Shiseido,Primer,Weekly,86.62,4.3,6736,50ml,Combination,Unisex,Bottle,Retinol,FALSE,Germany
264,Hourglass,Powder,Occasional,107.2,4.6,9835,100ml,Oily,Male,Bottle,Salicylic Acid,TRUE,UK
265,Kylie Cosmetics,Concealer,Daily,107.24,4.4,3865,150ml,Oily,Female,Compact,Glycerin,FALSE,South Korea
266,Huda Beauty,Mascara,Occasional,86.57,1.2,5072,200ml,Oily,Female,Bottle,Glycerin,TRUE,Italy
267,Bite Beauty,Serum,Monthly,106.8,3.5,8552,200ml,Sensitive,Unisex,Compact,Retinol,TRUE,France
268,Clinique,Lip Liner,Occasional,57.84,4.3,9804,30ml,Sensitive,Female,Tube,Hyaluronic Acid,TRUE,Italy
269,NARS,Cleanser,Weekly,79.2,4.5,7625,30ml,Dry,Male,Tube,Glycerin,TRUE,Japan
270,NARS,Powder,Occasional,95.98,1.3,8285,100ml,Oily,Unisex,Bottle,Retinol,FALSE,Germany
271,Kylie Cosmetics,Face Oil,Weekly,91.97,4.5,4038,50ml,Oily,Unisex,Stick,Glycerin,TRUE,Italy
272,Patrick Ta,Mascara,Occasional,126.27,1.5,5729,250ml,Normal,Male,Tube,Glycerin,FALSE,Germany
273,Make Up For Ever,Mascara,Weekly,148.03,1.8,855,50ml,Sensitive,Female,Bottle,Salicylic Acid,FALSE,Germany
274,RMS Beauty,Serum,Daily,18.16,3.5,7572,50ml,Dry,Male,Bottle,Shea Butter,FALSE,Australia
275,RMS Beauty,Face Oil,Monthly,148.16,2.9,4420,50ml,Combination,Unisex,Spray,Glycerin,TRUE,Italy
276,Bobby Brown,Highlighter,Monthly,68.59,3.3,3530,100ml,Oily,Female,Stick,Aloe Vera,FALSE,USA
277,Juvia’s Place,Concealer,Weekly,101.28,4.2,6529,50ml,Dry,Male,Jar,Aloe Vera,TRUE,France
278,Fenty Beauty,Contour,Monthly,85.46,3.7,5907,100ml,Oily,Unisex,Jar,Retinol,TRUE,South Korea
279,Morphe,Eyeliner,Monthly,108.6,2.7,4371,50ml,Dry,Male,Stick,Glycerin,FALSE,Italy
280,Kylie Cosmetics,Foundation,Occasional,33.72,4.4,1242,200ml,Sensitive,Male,Compact,Glycerin,FALSE,Italy
281,Becca,Lipstick,Monthly,17.88,2.8,1262,30ml,Sensitive,Unisex,Stick,Salicylic Acid,TRUE,France
282,Fenty Beauty,Eye Shadow,Monthly,57.37,4.6,3254,30ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,France
283,Yves Saint Laurent,Cleanser,Monthly,90.53,2.6,2864,150ml,Combination,Male,Bottle,Hyaluronic Acid,TRUE,Australia
284,IT Cosmetics,Face Oil,Monthly,141.54,4.7,1433,150ml,Combination,Unisex,Tube,Salicylic Acid,TRUE,France
285,Natasha Denona,Eye Shadow,Monthly,54.79,1.1,7425,50ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,Germany
286,Natasha Denona,Moisturizer,Monthly,51.94,1.5,2735,50ml,Normal,Unisex,Stick,Retinol,FALSE,South Korea
287,E.l.f.,Foundation,Daily,74.3,1.7,9875,30ml,Oily,Unisex,Spray,Vitamin C,TRUE,Australia
288,RMS Beauty,Lip Gloss,Daily,22.41,4.0,7505,150ml,Normal,Female,Tube,Retinol,FALSE,Australia
289,Kylie Cosmetics,Blush,Occasional,115.5,1.5,6391,50ml,Oily,Female,Bottle,Aloe Vera,TRUE,Australia
290,Huda Beauty,Foundation,Daily,72.31,2.7,6582,200ml,Oily,Unisex,Stick,Glycerin,FALSE,Italy
291,Farsali,Eyeliner,Daily,116.87,4.0,774,100ml,Dry,Female,Stick,Shea Butter,FALSE,France
292,Morphe,Lipstick,Monthly,23.24,2.9,7651,150ml,Normal,Female,Tube,Hyaluronic Acid,FALSE,Japan
293,E.l.f.,Foundation,Occasional,52.39,2.8,1733,200ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,South Korea
294,Juvia’s Place,Lipstick,Occasional,77.73,4.3,6990,30ml,Normal,Female,Compact,Vitamin C,FALSE,Australia
295,RMS Beauty,Face Mask,Occasional,11.07,2.6,6608,250ml,Normal,Female,Compact,Glycerin,TRUE,France
296,Huda Beauty,Lipstick,Monthly,79.14,4.6,4266,200ml,Sensitive,Female,Jar,Shea Butter,FALSE,USA
297,NARS,Cleanser,Monthly,37.65,3.1,4615,50ml,Sensitive,Unisex,Spray,Vitamin C,TRUE,South Korea
298,Shiseido,CC Cream,Monthly,31.52,1.5,1882,250ml,Normal,Male,Compact,Salicylic Acid,FALSE,USA
299,Tatcha,Face Mask,Occasional,85.74,2.8,9124,200ml,Combination,Unisex,Compact,Vitamin C,FALSE,Australia
300,Bite Beauty,Bronzer,Daily,32.99,4.4,5787,200ml,Oily,Female,Stick,Salicylic Acid,FALSE,Italy
301,Anastasia Beverly Hills,BB Cream,Monthly,119.6,4.5,2812,200ml,Oily,Female,Spray,Hyaluronic Acid,FALSE,USA
302,RMS Beauty,Bronzer,Occasional,120.89,2.9,2995,50ml,Oily,Unisex,Tube,Vitamin C,FALSE,Australia
303,Clinique,Powder,Monthly,136.64,2.3,9817,100ml,Sensitive,Male,Tube,Aloe Vera,TRUE,UK
304,Sisley,BB Cream,Occasional,105.97,3.8,6705,150ml,Oily,Female,Spray,Aloe Vera,TRUE,Italy
305,Anastasia Beverly Hills,Foundation,Daily,142.12,3.4,9423,250ml,Dry,Female,Tube,Retinol,TRUE,Australia
306,Glossier,Setting Spray,Monthly,103.69,4.8,6741,150ml,Dry,Male,Compact,Vitamin C,TRUE,USA
307,Yves Saint Laurent,Highlighter,Monthly,79.97,1.8,8236,250ml,Normal,Unisex,Bottle,Glycerin,FALSE,UK
308,Huda Beauty,Moisturizer,Monthly,44.62,4.1,7991,200ml,Oily,Female,Bottle,Shea Butter,TRUE,UK
309,Becca,Eyeliner,Daily,136.24,4.7,1645,50ml,Oily,Male,Stick,Glycerin,FALSE,Italy
310,Morphe,Eyeliner,Occasional,146.43,3.4,946,250ml,Sensitive,Unisex,Tube,Glycerin,TRUE,Japan
311,ColourPop,Concealer,Daily,129.74,2.0,2946,250ml,Normal,Unisex,Spray,Retinol,TRUE,USA
312,Bobby Brown,Foundation,Daily,73.44,2.0,3142,50ml,Combination,Unisex,Compact,Salicylic Acid,TRUE,South Korea
313,RMS Beauty,Lip Liner,Daily,60.46,3.5,4261,100ml,Combination,Female,Bottle,Aloe Vera,TRUE,France
314,Pat McGrath Labs,Powder,Occasional,42.04,2.4,3548,200ml,Combination,Unisex,Jar,Salicylic Acid,TRUE,France
315,Juvia’s Place,Setting Spray,Daily,38.4,4.6,5068,250ml,Oily,Male,Spray,Hyaluronic Acid,FALSE,UK
316,Kiehl’s,Cleanser,Daily,108.54,4.8,999,150ml,Normal,Unisex,Bottle,Salicylic Acid,TRUE,Australia
317,NARS,Face Mask,Weekly,25.85,3.8,5070,200ml,Combination,Female,Jar,Vitamin C,FALSE,Australia
318,Danessa Myricks,Contour,Monthly,142.82,2.5,9883,100ml,Sensitive,Female,Spray,Hyaluronic Acid,TRUE,Japan
319,Sisley,Eye Shadow,Occasional,142.43,4.6,2351,150ml,Normal,Male,Spray,Shea Butter,TRUE,USA
320,Perricone MD,Setting Spray,Monthly,109.25,4.2,3562,50ml,Normal,Male,Bottle,Aloe Vera,TRUE,Germany
321,NARS,CC Cream,Daily,63.82,2.1,1558,150ml,Dry,Male,Tube,Vitamin C,FALSE,South Korea
322,Anastasia Beverly Hills,Eyeliner,Occasional,96.57,1.6,4649,50ml,Combination,Female,Stick,Shea Butter,FALSE,Australia
323,Glossier,Makeup Remover,Weekly,81.47,3.5,7022,150ml,Sensitive,Male,Compact,Vitamin C,TRUE,South Korea
324,Tarte,Eyeliner,Occasional,65.82,1.3,5002,250ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,South Korea
325,Laura Mercier,Contour,Occasional,64.75,3.5,1783,150ml,Oily,Unisex,Spray,Hyaluronic Acid,TRUE,Japan
326,Bourjois,CC Cream,Occasional,65.16,3.9,6707,100ml,Oily,Female,Stick,Salicylic Acid,FALSE,Australia
327,Milk Makeup,Foundation,Occasional,132.63,4.7,6350,50ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
328,Shiseido,Cleanser,Daily,35.49,1.4,3418,100ml,Combination,Female,Compact,Vitamin C,FALSE,USA
329,Yves Saint Laurent,Exfoliator,Weekly,104.76,2.5,5584,150ml,Normal,Male,Stick,Aloe Vera,TRUE,UK
330,Morphe,CC Cream,Daily,126.62,3.1,228,150ml,Dry,Unisex,Jar,Hyaluronic Acid,TRUE,Italy
331,E.l.f.,Concealer,Weekly,102.31,4.8,3220,150ml,Oily,Female,Bottle,Glycerin,TRUE,South Korea
332,NARS,Bronzer,Monthly,45.99,2.5,4133,100ml,Combination,Unisex,Bottle,Salicylic Acid,TRUE,South Korea
333,Laura Mercier,Foundation,Monthly,103.16,2.4,1202,150ml,Sensitive,Unisex,Jar,Retinol,TRUE,Australia
334,Rare Beauty,Powder,Monthly,32.02,4.8,6744,30ml,Combination,Male,Compact,Vitamin C,FALSE,UK
335,Natasha Denona,Contour,Daily,109.15,2.5,8361,200ml,Sensitive,Female,Tube,Salicylic Acid,TRUE,Japan
336,Huda Beauty,Primer,Monthly,57.36,3.8,3738,50ml,Sensitive,Male,Tube,Shea Butter,TRUE,Australia
337,Patrick Ta,Moisturizer,Monthly,121.9,1.7,6124,30ml,Combination,Unisex,Stick,Vitamin C,TRUE,Germany
338,Ilia Beauty,Highlighter,Weekly,135.32,1.1,2457,30ml,Normal,Female,Bottle,Aloe Vera,FALSE,USA
339,Laura Mercier,Cleanser,Occasional,94.19,3.9,6048,50ml,Oily,Male,Compact,Hyaluronic Acid,TRUE,Italy
340,Yves Saint Laurent,Makeup Remover,Daily,141.56,1.6,1947,200ml,Dry,Female,Jar,Hyaluronic Acid,TRUE,Australia
341,Becca,Setting Spray,Daily,20.84,4.0,5919,50ml,Oily,Male,Jar,Vitamin C,FALSE,Japan
342,Shiseido,Primer,Monthly,19.66,2.2,9700,100ml,Dry,Unisex,Bottle,Hyaluronic Acid,TRUE,Australia
343,Juvia’s Place,Cleanser,Occasional,137.69,3.5,5234,250ml,Combination,Male,Jar,Salicylic Acid,FALSE,Australia
344,Becca,Contour,Weekly,68.32,1.6,499,150ml,Oily,Female,Compact,Vitamin C,FALSE,USA
345,Hourglass,Highlighter,Weekly,25.07,1.3,1556,250ml,Combination,Unisex,Jar,Glycerin,FALSE,Japan
346,Ilia Beauty,Face Oil,Daily,110.26,1.0,1018,100ml,Dry,Female,Tube,Hyaluronic Acid,TRUE,Italy
347,Bobby Brown,Face Mask,Occasional,74.56,1.2,8198,150ml,Combination,Unisex,Spray,Glycerin,TRUE,Germany
348,Patrick Ta,Cleanser,Daily,92.06,1.9,1332,30ml,Sensitive,Male,Tube,Salicylic Acid,FALSE,Italy
349,ColourPop,Highlighter,Weekly,96.46,4.4,3308,250ml,Oily,Unisex,Compact,Shea Butter,TRUE,South Korea
350,KVD Beauty,Lipstick,Daily,18.93,3.1,6253,50ml,Normal,Unisex,Spray,Salicylic Acid,TRUE,USA
351,Juvia’s Place,Mascara,Occasional,64.03,2.5,9528,200ml,Sensitive,Male,Spray,Shea Butter,TRUE,Japan
352,Drunk Elephant,Lip Gloss,Weekly,48.94,1.7,9317,50ml,Sensitive,Unisex,Stick,Retinol,TRUE,Italy
353,Glossier,Mascara,Monthly,87.32,2.3,9796,200ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,Germany
354,Laura Mercier,Makeup Remover,Monthly,67.11,3.6,9943,150ml,Combination,Unisex,Jar,Aloe Vera,FALSE,UK
355,Tatcha,Face Mask,Daily,126.39,4.2,5702,30ml,Combination,Male,Spray,Aloe Vera,TRUE,South Korea
356,Perricone MD,Face Oil,Monthly,32.63,1.3,3151,150ml,Normal,Unisex,Compact,Glycerin,TRUE,Japan
357,Danessa Myricks,Highlighter,Daily,106.19,1.1,1641,50ml,Dry,Unisex,Stick,Aloe Vera,FALSE,USA
358,Fenty Beauty,CC Cream,Monthly,58.78,1.5,6828,150ml,Oily,Male,Compact,Shea Butter,FALSE,Australia
359,Kiehl’s,Powder,Occasional,26.93,3.7,7245,30ml,Oily,Male,Tube,Hyaluronic Acid,FALSE,Australia
360,Bite Beauty,Makeup Remover,Weekly,86.84,2.7,8121,200ml,Combination,Female,Spray,Glycerin,TRUE,Australia
361,RMS Beauty,Lip Liner,Occasional,39.89,1.2,7009,30ml,Dry,Unisex,Stick,Vitamin C,FALSE,France
362,Becca,Highlighter,Weekly,107.98,4.5,8426,100ml,Sensitive,Unisex,Bottle,Shea Butter,FALSE,UK
363,Too Faced,Moisturizer,Weekly,82.61,4.7,1095,150ml,Combination,Female,Tube,Vitamin C,TRUE,Japan
364,Ilia Beauty,Blush,Weekly,123.56,3.1,9117,100ml,Dry,Female,Tube,Salicylic Acid,FALSE,South Korea
365,Perricone MD,Concealer,Weekly,62.36,1.1,9612,200ml,Sensitive,Female,Compact,Glycerin,TRUE,Italy
366,Morphe,Foundation,Monthly,144.37,3.8,6481,250ml,Dry,Female,Jar,Shea Butter,TRUE,France
367,Juvia’s Place,Eyeliner,Weekly,86.6,1.2,3279,150ml,Normal,Unisex,Jar,Aloe Vera,TRUE,Germany
368,Clinique,Concealer,Weekly,20.52,1.3,6202,250ml,Sensitive,Male,Stick,Salicylic Acid,TRUE,Australia
369,Perricone MD,CC Cream,Monthly,126.55,2.9,7858,30ml,Normal,Female,Bottle,Vitamin C,TRUE,Japan
370,Danessa Myricks,Powder,Occasional,67.49,3.6,7961,100ml,Combination,Female,Stick,Shea Butter,FALSE,France
371,Charlotte Tilbury,Setting Spray,Weekly,56.61,3.0,9695,200ml,Sensitive,Unisex,Bottle,Retinol,TRUE,UK
372,ColourPop,Lip Gloss,Weekly,33.02,1.3,9341,200ml,Oily,Unisex,Spray,Retinol,FALSE,France
373,Becca,Face Mask,Monthly,63.63,4.5,6366,100ml,Combination,Unisex,Tube,Glycerin,TRUE,Germany
374,Bourjois,Foundation,Daily,60.11,2.6,6222,150ml,Sensitive,Unisex,Bottle,Retinol,FALSE,Italy
375,IT Cosmetics,Lip Liner,Monthly,13.48,2.5,1724,150ml,Sensitive,Unisex,Tube,Vitamin C,FALSE,Germany
376,Kylie Cosmetics,Mascara,Daily,24.25,4.4,1836,100ml,Normal,Male,Stick,Glycerin,FALSE,Australia
377,Perricone MD,Face Mask,Daily,47.15,1.1,2696,100ml,Sensitive,Female,Tube,Salicylic Acid,FALSE,Japan
378,Make Up For Ever,Cleanser,Daily,62.29,4.8,1078,30ml,Sensitive,Unisex,Tube,Glycerin,FALSE,Germany
379,Make Up For Ever,Eye Shadow,Occasional,28.98,3.3,4397,30ml,Sensitive,Male,Tube,Retinol,FALSE,Italy
380,Fenty Beauty,Lip Gloss,Occasional,76.67,4.7,2896,250ml,Normal,Male,Stick,Glycerin,TRUE,Japan
381,Laura Mercier,Eye Shadow,Weekly,95.91,3.9,3941,100ml,Dry,Female,Tube,Glycerin,FALSE,Italy
382,Pat McGrath Labs,Highlighter,Monthly,67.95,2.0,853,200ml,Sensitive,Female,Compact,Aloe Vera,TRUE,Germany
383,Shiseido,Face Mask,Weekly,90.85,4.1,147,150ml,Combination,Male,Compact,Vitamin C,TRUE,Australia
384,IT Cosmetics,Powder,Occasional,34.58,1.6,7972,30ml,Oily,Male,Bottle,Salicylic Acid,TRUE,France
385,Bobby Brown,Primer,Monthly,11.82,4.9,499,50ml,Oily,Female,Jar,Shea Butter,FALSE,UK
386,Patrick Ta,Cleanser,Monthly,38.81,1.1,6897,250ml,Sensitive,Unisex,Stick,Glycerin,TRUE,Japan
387,Laura Mercier,Face Oil,Occasional,63.73,4.9,2341,100ml,Oily,Male,Bottle,Aloe Vera,TRUE,UK
388,Huda Beauty,Cleanser,Occasional,139.34,4.2,418,200ml,Normal,Female,Compact,Hyaluronic Acid,TRUE,Australia
389,Bobby Brown,Mascara,Occasional,132.98,1.7,1110,30ml,Dry,Male,Bottle,Shea Butter,TRUE,Australia
390,KVD Beauty,Eye Shadow,Occasional,100.55,3.2,3552,100ml,Dry,Female,Stick,Retinol,FALSE,USA
391,Tatcha,Powder,Weekly,55.35,4.8,9836,150ml,Normal,Unisex,Jar,Glycerin,FALSE,Germany
392,Fenty Beauty,Face Mask,Daily,59.29,4.1,4265,250ml,Combination,Male,Stick,Hyaluronic Acid,TRUE,Australia
393,Charlotte Tilbury,Blush,Monthly,59.72,1.6,3906,100ml,Normal,Female,Bottle,Glycerin,TRUE,Australia
394,Huda Beauty,Foundation,Monthly,14.83,3.6,2831,50ml,Dry,Female,Stick,Hyaluronic Acid,FALSE,Italy
395,Becca,Eye Shadow,Weekly,139.22,3.5,8580,150ml,Dry,Male,Jar,Vitamin C,TRUE,South Korea
396,IT Cosmetics,Eye Shadow,Daily,96.78,1.8,6338,100ml,Dry,Male,Bottle,Salicylic Acid,FALSE,Italy
397,Pat McGrath Labs,Setting Spray,Weekly,80.95,4.2,9533,150ml,Combination,Unisex,Spray,Retinol,TRUE,Australia
398,Juvia’s Place,Powder,Weekly,73.16,3.0,1840,100ml,Oily,Female,Stick,Vitamin C,FALSE,South Korea
399,Patrick Ta,Highlighter,Daily,23.93,2.5,2855,100ml,Combination,Female,Spray,Aloe Vera,TRUE,USA
400,Yves Saint Laurent,Lip Gloss,Daily,140.09,3.7,1418,150ml,Oily,Female,Compact,Retinol,TRUE,Australia
401,Farsali,Mascara,Daily,120.72,2.6,9027,50ml,Normal,Male,Jar,Aloe Vera,FALSE,Japan
402,KVD Beauty,Face Oil,Weekly,76.2,4.5,5291,100ml,Oily,Unisex,Jar,Aloe Vera,TRUE,France
403,Glossier,Eyeliner,Daily,103.95,3.4,7355,100ml,Sensitive,Female,Compact,Vitamin C,TRUE,UK
404,Patrick Ta,Powder,Occasional,134.74,1.1,6700,30ml,Dry,Unisex,Jar,Hyaluronic Acid,FALSE,Australia
405,Make Up For Ever,BB Cream,Occasional,36.54,3.5,3958,250ml,Combination,Male,Jar,Aloe Vera,TRUE,Italy
406,Danessa Myricks,Foundation,Monthly,12.24,2.6,7870,250ml,Sensitive,Unisex,Jar,Hyaluronic Acid,TRUE,Germany
407,Farsali,CC Cream,Daily,133.89,2.2,5023,30ml,Normal,Unisex,Jar,Retinol,FALSE,Italy
408,Patrick Ta,Eyeliner,Occasional,71.44,3.9,5316,150ml,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,South Korea
409,Bite Beauty,Eyeliner,Occasional,96.29,3.6,2059,250ml,Combination,Male,Spray,Glycerin,TRUE,France
410,Ilia Beauty,Serum,Monthly,28.05,5.0,4094,100ml,Combination,Male,Tube,Hyaluronic Acid,TRUE,South Korea
411,Urban Decay,Lip Gloss,Monthly,68.57,3.4,3896,250ml,Sensitive,Male,Jar,Shea Butter,FALSE,South Korea
412,Tarte,Concealer,Daily,144.6,2.1,114,200ml,Sensitive,Female,Jar,Aloe Vera,FALSE,Japan
413,Make Up For Ever,Eye Shadow,Weekly,145.06,3.9,8237,200ml,Combination,Unisex,Compact,Hyaluronic Acid,FALSE,UK
414,Hourglass,BB Cream,Weekly,29.47,1.8,6841,30ml,Dry,Unisex,Spray,Vitamin C,FALSE,Japan
415,Drunk Elephant,Eye Shadow,Monthly,99.03,4.0,3641,150ml,Dry,Male,Tube,Salicylic Acid,TRUE,Germany
416,Drunk Elephant,Bronzer,Occasional,133.27,2.4,6058,200ml,Sensitive,Male,Tube,Aloe Vera,FALSE,Germany
417,Natasha Denona,CC Cream,Monthly,87.82,3.9,3154,200ml,Sensitive,Unisex,Stick,Salicylic Acid,TRUE,UK
418,RMS Beauty,Mascara,Daily,142.81,3.1,669,250ml,Oily,Male,Bottle,Glycerin,TRUE,USA
419,Patrick Ta,Powder,Weekly,91.46,3.6,3547,30ml,Oily,Female,Stick,Retinol,TRUE,Japan
420,Farsali,Lip Liner,Occasional,76.07,3.5,8209,30ml,Combination,Female,Jar,Shea Butter,FALSE,UK
421,Morphe,Foundation,Monthly,94.77,4.1,7622,30ml,Normal,Male,Tube,Shea Butter,TRUE,USA
422,Sisley,Face Oil,Weekly,58.62,3.1,3513,50ml,Dry,Female,Compact,Glycerin,FALSE,Italy
423,IT Cosmetics,Moisturizer,Occasional,40.79,3.6,2309,50ml,Oily,Female,Spray,Retinol,TRUE,Japan
424,Shiseido,Moisturizer,Occasional,148.52,4.8,2770,30ml,Sensitive,Male,Jar,Salicylic Acid,FALSE,UK
425,Danessa Myricks,Mascara,Daily,95.58,3.4,3210,100ml,Oily,Female,Spray,Aloe Vera,TRUE,Australia
426,Rare Beauty,Concealer,Daily,72.02,3.2,7904,250ml,Sensitive,Female,Bottle,Vitamin C,FALSE,USA
427,Yves Saint Laurent,BB Cream,Monthly,77.03,2.9,1123,100ml,Oily,Female,Spray,Glycerin,FALSE,Germany
428,Drunk Elephant,Face Mask,Monthly,22.61,2.4,6893,50ml,Combination,Female,Tube,Shea Butter,FALSE,Italy
429,Glossier,Exfoliator,Occasional,109.66,4.9,544,200ml,Sensitive,Male,Compact,Aloe Vera,TRUE,UK
430,Kiehl’s,Makeup Remover,Weekly,77.02,1.3,294,200ml,Oily,Female,Stick,Shea Butter,TRUE,USA
431,Rare Beauty,Concealer,Monthly,23.89,2.8,4018,100ml,Combination,Female,Tube,Glycerin,FALSE,UK
432,Laura Mercier,Primer,Weekly,78.59,4.8,995,200ml,Sensitive,Female,Bottle,Salicylic Acid,FALSE,Italy
433,Perricone MD,BB Cream,Monthly,32.05,3.4,7980,30ml,Normal,Male,Jar,Aloe Vera,FALSE,Australia
434,Hourglass,Blush,Occasional,138.62,4.4,4565,30ml,Normal,Unisex,Spray,Shea Butter,TRUE,Japan
435,Sisley,Primer,Weekly,53.15,2.9,2866,100ml,Combination,Female,Bottle,Salicylic Acid,TRUE,USA
436,Fenty Beauty,Makeup Remover,Occasional,47.13,1.6,5183,100ml,Sensitive,Male,Spray,Vitamin C,FALSE,South Korea
