Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,ID
Perfect Cleanser,Juvia’s Place,Moisturizer,Daily,86.18,4.9,3436,150ml,Normal,Female,Spray,Glycerin,FALSE,Australia,191
Perfect Setting Spray,Sisley,Face Mask,Occasional,62.17,4.9,4328,50ml,Dry,Unisex,Jar,Glycerin,FALSE,Germany,192
Magic Face Oil,Laura Mercier,Face Oil,Daily,108.45,4.9,7641,200ml,Sensitive,Female,Spray,Salicylic Acid,FALSE,Australia,193
Super Highlighter,Pat McGrath Labs,Exfoliator,Daily,54.65,4.9,7666,200ml,Oily,Female,Tube,Glycerin,FALSE,UK,194
Magic Bronzer,Bobby Brown,Moisturizer,Weekly,40.31,4.9,7779,30ml,Oily,Female,Stick,Glycerin,TRUE,USA,195
Divine Exfoliator,Huda Beauty,Lipstick,Monthly,26.21,4.9,4167,200ml,Sensitive,Unisex,Bottle,Shea Butter,TRUE,USA,196
Ultra CC Cream,Milk Makeup,Lipstick,Weekly,13.93,4.9,3958,100ml,Oily,Male,Stick,Shea Butter,TRUE,France,197
Super Face Mask,Yves Saint Laurent,Lipstick,Monthly,51.36,4.9,8797,250ml,Normal,Female,Spray,Shea Butter,TRUE,UK,198
Super Highlighter,E.l.f.,Lipstick,Weekly,75.47,4.9,8095,200ml,Sensitive,Female,Bottle,Aloe Vera,FALSE,UK,199
Super Exfoliator,Bobby Brown,Primer,Monthly,11.82,4.9,499,50ml,Oily,Female,Jar,Shea Butter,FALSE,UK,200
Divine CC Cream,Laura Mercier,Face Oil,Occasional,63.73,4.9,2341,100ml,Oily,Male,Bottle,Aloe Vera,TRUE,UK,201
Divine Serum,Glossier,Exfoliator,Occasional,109.66,4.9,544,200ml,Sensitive,Male,Compact,Aloe Vera,TRUE,UK,202
Divine Eye Shadow,Bobby Brown,Serum,Occasional,82.74,4.9,5728,250ml,Normal,Male,Jar,Glycerin,TRUE,Japan,203
Divine Lip Gloss,Huda Beauty,Lipstick,Monthly,45.81,4.9,539,200ml,Combination,Unisex,Jar,Shea Butter,FALSE,Germany,204
Super Exfoliator,Milk Makeup,Powder,Monthly,29.58,4.9,5080,50ml,Combination,Female,Bottle,Salicylic Acid,TRUE,Italy,205
Magic Mascara,Becca,Lipstick,Daily,139.3,4.9,784,250ml,Oily,Female,Bottle,Shea Butter,TRUE,Germany,206
Divine Makeup Remover,Juvia’s Place,Lipstick,Daily,116.05,4.9,5804,100ml,Combination,Unisex,Jar,Retinol,TRUE,South Korea,207
Perfect Eyeliner,Fenty Beauty,Lipstick,Weekly,87.29,4.9,5440,150ml,Combination,Male,Compact,Salicylic Acid,TRUE,USA,208
Divine Serum,KVD Beauty,Lipstick,Monthly,86.07,4.9,675,200ml,Sensitive,Female,Jar,Shea Butter,FALSE,UK,209
Ultra Lip Gloss,E.l.f.,Lipstick,Occasional,54.93,4.9,6962,100ml,Combination,Unisex,Compact,Retinol,FALSE,Japan,210
Super Concealer,Huda Beauty,Exfoliator,Daily,118.99,4.9,2445,100ml,Oily,Male,Compact,Glycerin,TRUE,Japan,211
Ultra CC Cream,Bobby Brown,Foundation,Occasional,110.77,4.9,8467,200ml,Combination,Unisex,Compact,Salicylic Acid,FALSE,France,212
Perfect Concealer,Milk Makeup,CC Cream,Monthly,108.03,4.9,3171,150ml,Sensitive,Male,Compact,Retinol,TRUE,Australia,213
Magic Contour,Hourglass,Cleanser,Weekly,119.08,4.9,7493,30ml,Combination,Unisex,Compact,Shea Butter,TRUE,Australia,214
Ultra Makeup Remover,Yves Saint Laurent,Lipstick,Daily,75.48,4.9,1245,200ml,Oily,Unisex,Stick,Salicylic Acid,TRUE,Italy,215
Super Bronzer,KVD Beauty,Lipstick,Monthly,134.04,4.9,8529,100ml,Normal,Male,Spray,Vitamin C,FALSE,UK,216
Super Foundation,Danessa Myricks,Eye Shadow,Monthly,147.14,4.9,7463,30ml,Dry,Male,Spray,Vitamin C,FALSE,Italy,217
Super Highlighter,IT Cosmetics,Lipstick,Monthly,20.71,4.9,1799,50ml,Combination,Male,Compact,Salicylic Acid,FALSE,Italy,218
Magic Setting Spray,Becca,Lipstick,Occasional,50.12,4.9,1180,150ml,Normal,Female,Stick,Shea Butter,FALSE,Germany,219
Magic BB Cream,Patrick Ta,Face Mask,Weekly,136.22,4.9,3515,150ml,Oily,Male,Jar,Retinol,TRUE,USA,220
Ultra Foundation,Kylie Cosmetics,BB Cream,Weekly,108.31,4.9,335,150ml,Combination,Female,Compact,Shea Butter,TRUE,Japan,221
Ultra Cleanser,RMS Beauty,Foundation,Monthly,25.29,4.9,8227,250ml,Oily,Unisex,Stick,Salicylic Acid,FALSE,UK,222
Ultra Powder,Charlotte Tilbury,Lip Liner,Weekly,113.59,4.9,6715,200ml,Normal,Male,Spray,Aloe Vera,TRUE,Australia,223
Perfect Contour,Kylie Cosmetics,Face Oil,Daily,63.82,4.9,771,50ml,Normal,Male,Stick,Salicylic Acid,TRUE,Germany,224
Ultra Eye Shadow,Too Faced,Powder,Daily,47.48,4.9,2005,250ml,Oily,Female,Compact,Shea Butter,FALSE,USA,225
Ultra Lip Liner,RMS Beauty,Blush,Daily,127.12,4.9,7026,100ml,Combination,Unisex,Bottle,Hyaluronic Acid,TRUE,UK,226
Magic Face Mask,Fenty Beauty,Lip Gloss,Weekly,112.82,4.9,9617,200ml,Normal,Male,Jar,Vitamin C,TRUE,USA,227
Divine Face Mask,Anastasia Beverly Hills,Foundation,Daily,110.18,4.9,1015,30ml,Dry,Male,Spray,Salicylic Acid,FALSE,France,228
Super Eye Shadow,Bite Beauty,Setting Spray,Occasional,61.95,4.9,9465,100ml,Oily,Unisex,Stick,Hyaluronic Acid,TRUE,Japan,229
Super BB Cream,Make Up For Ever,Mascara,Occasional,103.52,4.9,1535,100ml,Sensitive,Male,Stick,Shea Butter,FALSE,Germany,230
Magic Powder,Bourjois,Contour,Weekly,77.24,4.9,6155,30ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,UK,231
Super Concealer,Laura Mercier,Lip Liner,Occasional,82.48,4.9,4596,100ml,Dry,Female,Bottle,Salicylic Acid,TRUE,USA,232
Ultra Concealer,Bite Beauty,Face Oil,Weekly,51.12,4.9,7898,100ml,Sensitive,Unisex,Bottle,Vitamin C,FALSE,Australia,233
Perfect Eyeliner,Juvia’s Place,Setting Spray,Daily,140.41,4.9,8345,50ml,Dry,Male,Stick,Vitamin C,TRUE,UK,234
Magic Face Oil,Patrick Ta,Concealer,Monthly,81.83,4.9,2638,100ml,Combination,Unisex,Compact,Hyaluronic Acid,FALSE,Japan,235
Perfect Face Mask,KVD Beauty,Moisturizer,Weekly,83.9,4.9,9492,30ml,Sensitive,Male,Jar,Retinol,TRUE,Japan,236
Divine Face Oil,Urban Decay,Makeup Remover,Weekly,84.5,4.9,5715,100ml,Sensitive,Unisex,Spray,Shea Butter,TRUE,France,237
Divine Foundation,Sisley,Makeup Remover,Monthly,102.1,4.9,3773,200ml,Combination,Male,Jar,Aloe Vera,TRUE,USA,238
Ultra Blush,Kylie Cosmetics,Face Mask,Monthly,107.31,4.9,1324,50ml,Sensitive,Male,Stick,Vitamin C,FALSE,Germany,239
Ultra Lip Gloss,Bourjois,Contour,Daily,137.65,4.9,5849,150ml,Dry,Female,Stick,Aloe Vera,TRUE,France,240
Perfect Setting Spray,RMS Beauty,Cleanser,Monthly,30.66,4.9,1271,30ml,Normal,Male,Jar,Retinol,FALSE,Australia,241
Magic CC Cream,Make Up For Ever,Bronzer,Weekly,114.42,4.9,5123,200ml,Normal,Unisex,Jar,Vitamin C,FALSE,Germany,242
Magic Powder,IT Cosmetics,Eyeliner,Daily,82.07,4.9,7012,30ml,Sensitive,Male,Spray,Hyaluronic Acid,TRUE,Japan,243
Magic Face Oil,Make Up For Ever,Concealer,Weekly,11.26,4.9,1163,200ml,Dry,Male,Bottle,Hyaluronic Acid,FALSE,USA,244
Magic Face Mask,Glossier,CC Cream,Daily,67.97,4.9,2545,100ml,Oily,Unisex,Spray,Hyaluronic Acid,FALSE,Germany,245
Super BB Cream,E.l.f.,Makeup Remover,Occasional,104.06,4.9,92,100ml,Normal,Male,Stick,Glycerin,FALSE,Japan,246
Super Contour,Bourjois,Mascara,Daily,120.26,4.9,4206,200ml,Normal,Male,Stick,Glycerin,FALSE,Italy,247
Perfect Lip Liner,Urban Decay,Blush,Weekly,78.05,4.9,7984,30ml,Normal,Female,Compact,Salicylic Acid,TRUE,Italy,248
Perfect Contour,Hourglass,Bronzer,Daily,40.59,4.9,8460,250ml,Normal,Unisex,Compact,Retinol,FALSE,Japan,249
Ultra Blush,Sisley,Cleanser,Weekly,128.76,4.9,2177,50ml,Sensitive,Female,Bottle,Retinol,FALSE,USA,250
Super BB Cream,IT Cosmetics,Serum,Monthly,72.53,4.9,5921,250ml,Combination,Male,Spray,Vitamin C,TRUE,Japan,251
Magic Lip Liner,Farsali,Eye Shadow,Occasional,65.78,4.9,1524,250ml,Oily,Unisex,Bottle,Vitamin C,FALSE,UK,252
Super Bronzer,IT Cosmetics,Setting Spray,Daily,125.75,4.9,9523,30ml,Normal,Unisex,Tube,Salicylic Acid,FALSE,Australia,253
Divine Moisturizer,Glossier,Lip Liner,Occasional,134.1,4.9,2748,100ml,Combination,Female,Spray,Glycerin,TRUE,UK,254
Divine Makeup Remover,Bourjois,Blush,Monthly,11.26,4.9,1176,30ml,Oily,Male,Spray,Hyaluronic Acid,TRUE,USA,255
Perfect Concealer,NARS,Cleanser,Daily,104.87,4.9,5639,50ml,Combination,Female,Stick,Shea Butter,TRUE,Australia,256
Ultra Lip Gloss,Hourglass,Powder,Occasional,76.17,4.9,4542,150ml,Sensitive,Female,Tube,Retinol,TRUE,Italy,257
Super Contour,Huda Beauty,Face Oil,Monthly,29.26,4.9,7621,50ml,Oily,Male,Stick,Shea Butter,FALSE,Australia,258
Perfect Setting Spray,Anastasia Beverly Hills,BB Cream,Monthly,114.08,4.9,6411,200ml,Sensitive,Unisex,Tube,Salicylic Acid,TRUE,South Korea,259
Magic Foundation,Sisley,Face Oil,Occasional,110.0,4.9,6104,50ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,USA,260
Super Lipstick,Glossier,Eye Shadow,Monthly,16.84,4.9,8003,30ml,Combination,Unisex,Tube,Vitamin C,TRUE,UK,261
Ultra Powder,Hourglass,Cleanser,Weekly,46.47,4.9,651,250ml,Oily,Male,Compact,Glycerin,FALSE,UK,262
Divine CC Cream,Tarte,BB Cream,Occasional,13.9,4.9,4969,250ml,Oily,Female,Spray,Salicylic Acid,TRUE,Germany,263
Divine Lip Liner,Farsali,Highlighter,Daily,132.41,4.9,4882,150ml,Oily,Unisex,Bottle,Vitamin C,FALSE,Germany,264
Divine Mascara,Bobby Brown,Face Mask,Weekly,144.52,4.9,1936,50ml,Combination,Male,Stick,Glycerin,FALSE,Germany,265
Magic Face Oil,Shiseido,Contour,Occasional,63.88,4.9,8051,50ml,Dry,Male,Bottle,Glycerin,FALSE,Japan,266
Super Blush,IT Cosmetics,Eye Shadow,Occasional,116.9,4.9,1113,250ml,Combination,Unisex,Stick,Retinol,FALSE,USA,267
Super Foundation,Laura Mercier,Eye Shadow,Monthly,147.41,4.9,1863,30ml,Normal,Female,Compact,Retinol,FALSE,France,268
Super Serum,KVD Beauty,Bronzer,Weekly,49.96,4.9,2841,250ml,Dry,Female,Jar,Retinol,FALSE,Italy,269
Divine Face Oil,Tatcha,Makeup Remover,Monthly,78.95,4.9,3092,250ml,Dry,Female,Stick,Retinol,FALSE,UK,270
Perfect Face Oil,Bite Beauty,Concealer,Weekly,89.98,4.9,921,50ml,Oily,Female,Jar,Hyaluronic Acid,FALSE,Italy,271
Super Exfoliator,Bourjois,Contour,Occasional,28.91,4.9,6435,250ml,Combination,Female,Stick,Retinol,TRUE,Italy,272
Super Blush,Kylie Cosmetics,Eyeliner,Occasional,11.34,4.9,5915,200ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,France,273
Perfect Eye Shadow,Bite Beauty,Face Mask,Monthly,37.45,4.9,5359,200ml,Dry,Male,Spray,Hyaluronic Acid,TRUE,Australia,274
Divine Moisturizer,Milk Makeup,Eyeliner,Daily,118.8,4.9,5371,250ml,Combination,Female,Compact,Aloe Vera,FALSE,Japan,275
Ultra Cleanser,Yves Saint Laurent,Cleanser,Weekly,31.33,4.9,9863,50ml,Sensitive,Male,Stick,Shea Butter,FALSE,USA,276
Ultra Powder,Make Up For Ever,Foundation,Weekly,40.25,4.9,7808,150ml,Dry,Unisex,Stick,Aloe Vera,FALSE,Japan,277
Divine Highlighter,Too Faced,Concealer,Weekly,89.04,4.9,1053,250ml,Combination,Female,Stick,Retinol,FALSE,Italy,278
Divine Lip Gloss,Fenty Beauty,Lip Gloss,Daily,77.22,4.9,6032,50ml,Combination,Male,Stick,Shea Butter,TRUE,Australia,279
Divine Eye Shadow,Anastasia Beverly Hills,Makeup Remover,Daily,136.63,4.9,3414,30ml,Normal,Unisex,Tube,Aloe Vera,TRUE,Germany,280
Super Eyeliner,Pat McGrath Labs,BB Cream,Daily,97.43,4.9,3357,250ml,Oily,Male,Tube,Vitamin C,TRUE,France,281
Perfect Eyeliner,Morphe,BB Cream,Daily,35.99,4.9,389,50ml,Combination,Female,Spray,Salicylic Acid,TRUE,USA,282
Magic Bronzer,NARS,BB Cream,Monthly,62.17,4.9,6145,150ml,Combination,Female,Compact,Shea Butter,FALSE,France,283
Perfect Eyeliner,Shiseido,Moisturizer,Occasional,39.83,4.9,7724,50ml,Dry,Unisex,Jar,Aloe Vera,TRUE,USA,284
Divine Contour,ColourPop,Lip Liner,Occasional,56.76,4.9,8856,150ml,Combination,Female,Compact,Glycerin,TRUE,Italy,285
Ultra Setting Spray,Anastasia Beverly Hills,CC Cream,Daily,29.99,4.9,5649,150ml,Normal,Male,Compact,Shea Butter,TRUE,Japan,286
Divine Face Mask,Charlotte Tilbury,Foundation,Weekly,149.25,4.9,1868,100ml,Normal,Female,Bottle,Salicylic Acid,FALSE,Germany,287
Ultra Mascara,Juvia’s Place,Makeup Remover,Occasional,101.82,4.9,1220,150ml,Combination,Male,Tube,Glycerin,TRUE,France,288
Divine Foundation,Ilia Beauty,Eye Shadow,Weekly,71.85,4.9,4251,50ml,Combination,Male,Jar,Shea Butter,TRUE,France,289
Perfect Concealer,Tarte,Mascara,Monthly,30.7,4.9,8412,150ml,Dry,Unisex,Stick,Retinol,TRUE,France,290
Magic Powder,Perricone MD,Concealer,Daily,136.89,4.9,3405,50ml,Dry,Unisex,Stick,Salicylic Acid,TRUE,Australia,291
Divine Mascara,Juvia’s Place,Eye Shadow,Weekly,56.42,4.9,4599,200ml,Sensitive,Female,Bottle,Hyaluronic Acid,FALSE,France,292
Magic Face Mask,E.l.f.,Primer,Daily,114.46,4.9,9238,30ml,Normal,Female,Bottle,Glycerin,TRUE,Australia,293
Magic Serum,E.l.f.,Highlighter,Occasional,69.24,4.9,1844,50ml,Oily,Male,Compact,Glycerin,FALSE,Italy,294
Divine Primer,Tarte,Powder,Daily,104.63,4.9,5902,200ml,Sensitive,Female,Jar,Hyaluronic Acid,TRUE,Germany,295
Super Face Mask,Rare Beauty,Concealer,Monthly,46.33,4.9,1596,30ml,Combination,Unisex,Bottle,Vitamin C,TRUE,Japan,296
Super Concealer,Drunk Elephant,Exfoliator,Monthly,68.58,4.9,9076,30ml,Combination,Unisex,Spray,Salicylic Acid,TRUE,Italy,297
Divine Exfoliator,Laura Mercier,Bronzer,Weekly,134.3,4.9,5746,250ml,Sensitive,Male,Jar,Glycerin,TRUE,France,298
Ultra Highlighter,Bite Beauty,Contour,Occasional,146.98,4.9,2821,30ml,Dry,Female,Stick,Aloe Vera,FALSE,UK,299
Divine BB Cream,Yves Saint Laurent,Highlighter,Occasional,73.78,4.9,7649,150ml,Dry,Female,Bottle,Hyaluronic Acid,TRUE,Japan,300
Super Bronzer,Tarte,Cleanser,Daily,31.9,4.9,151,150ml,Combination,Female,Stick,Hyaluronic Acid,FALSE,South Korea,301
Perfect Blush,IT Cosmetics,Face Oil,Occasional,11.03,4.9,1334,250ml,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,UK,302
Ultra Face Mask,Ilia Beauty,Serum,Monthly,105.93,4.9,376,30ml,Normal,Unisex,Jar,Salicylic Acid,FALSE,Italy,303
Super Makeup Remover,Yves Saint Laurent,Bronzer,Weekly,71.63,4.9,511,100ml,Normal,Male,Jar,Vitamin C,TRUE,UK,304
Perfect Moisturizer,Danessa Myricks,Powder,Weekly,16.1,4.9,3888,250ml,Dry,Male,Spray,Glycerin,FALSE,Japan,305
Divine Bronzer,Becca,BB Cream,Weekly,113.52,4.9,3381,100ml,Combination,Male,Compact,Aloe Vera,FALSE,Germany,306
Divine Lipstick,Tatcha,Contour,Monthly,93.05,4.9,1914,50ml,Combination,Unisex,Spray,Vitamin C,FALSE,Japan,307
Divine Cleanser,Kylie Cosmetics,Cleanser,Monthly,147.85,4.9,3011,200ml,Oily,Male,Stick,Aloe Vera,FALSE,France,308
Divine BB Cream,Tatcha,CC Cream,Weekly,92.26,4.9,452,100ml,Sensitive,Unisex,Spray,Glycerin,TRUE,France,309
Magic Powder,Anastasia Beverly Hills,Face Mask,Daily,27.88,4.9,405,30ml,Normal,Female,Bottle,Hyaluronic Acid,TRUE,Japan,310
Magic Face Mask,Perricone MD,Highlighter,Occasional,39.65,4.9,3037,30ml,Sensitive,Unisex,Spray,Aloe Vera,FALSE,South Korea,311
Ultra Foundation,E.l.f.,Makeup Remover,Monthly,37.15,4.9,4604,30ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,Japan,312
Ultra Face Mask,Patrick Ta,Face Oil,Occasional,112.23,4.9,3260,50ml,Dry,Unisex,Tube,Hyaluronic Acid,FALSE,South Korea,313
Magic Lip Liner,Glossier,Primer,Occasional,14.16,4.9,1354,30ml,Sensitive,Male,Tube,Shea Butter,FALSE,Italy,314
Ultra Face Mask,E.l.f.,Cleanser,Daily,15.36,4.9,5936,200ml,Normal,Male,Tube,Vitamin C,TRUE,UK,315
Divine Eye Shadow,RMS Beauty,Powder,Weekly,32.39,4.9,1497,100ml,Normal,Unisex,Jar,Vitamin C,FALSE,UK,316
Ultra CC Cream,Milk Makeup,CC Cream,Monthly,106.85,4.9,6954,50ml,Dry,Female,Jar,Shea Butter,TRUE,Japan,317
Super Face Oil,Pat McGrath Labs,Bronzer,Monthly,90.03,4.9,5304,50ml,Dry,Male,Spray,Retinol,FALSE,Germany,318
Divine CC Cream,RMS Beauty,Setting Spray,Occasional,76.22,4.9,7504,250ml,Combination,Male,Jar,Shea Butter,FALSE,Germany,319
Magic Highlighter,ColourPop,Makeup Remover,Monthly,70.52,4.9,5788,200ml,Normal,Female,Spray,Retinol,FALSE,Australia,320
Ultra BB Cream,Laura Mercier,Exfoliator,Daily,124.65,4.9,5990,200ml,Sensitive,Male,Stick,Shea Butter,TRUE,USA,321
Divine Primer,IT Cosmetics,Makeup Remover,Monthly,17.62,4.9,686,30ml,Normal,Unisex,Compact,Aloe Vera,FALSE,France,322
Ultra Highlighter,Milk Makeup,Setting Spray,Weekly,11.16,4.9,7432,30ml,Combination,Male,Spray,Vitamin C,FALSE,Australia,323
Perfect Powder,Patrick Ta,Concealer,Daily,97.22,4.9,7188,30ml,Oily,Male,Jar,Retinol,TRUE,France,324
Super Concealer,Tatcha,Lip Liner,Daily,144.34,4.9,6592,50ml,Oily,Unisex,Tube,Glycerin,TRUE,Germany,325
Magic BB Cream,Danessa Myricks,Serum,Occasional,144.33,4.9,5005,100ml,Combination,Male,Tube,Salicylic Acid,FALSE,Italy,326
Super Face Mask,ColourPop,Cleanser,Monthly,60.29,4.9,9804,150ml,Normal,Male,Spray,Shea Butter,TRUE,Germany,327
Super Cleanser,Patrick Ta,Face Oil,Weekly,90.07,4.9,8451,50ml,Combination,Female,Tube,Retinol,FALSE,France,328
Super Lip Liner,Shiseido,Cleanser,Daily,38.0,4.9,8782,50ml,Sensitive,Male,Bottle,Shea Butter,FALSE,UK,329
Perfect Setting Spray,Kiehl’s,Contour,Weekly,26.83,4.9,4354,50ml,Normal,Male,Jar,Retinol,FALSE,UK,330
Magic Bronzer,Milk Makeup,BB Cream,Monthly,26.49,4.9,7794,250ml,Sensitive,Male,Jar,Hyaluronic Acid,TRUE,Japan,331
Divine Makeup Remover,Kylie Cosmetics,Serum,Occasional,87.64,4.9,9865,250ml,Oily,Female,Bottle,Vitamin C,TRUE,Germany,332
Perfect Face Mask,Kiehl’s,Makeup Remover,Weekly,49.22,4.9,3025,30ml,Sensitive,Unisex,Tube,Shea Butter,TRUE,France,333
Perfect Exfoliator,Hourglass,Highlighter,Weekly,87.31,4.9,3777,30ml,Normal,Male,Bottle,Retinol,FALSE,Australia,334
Ultra Exfoliator,Kylie Cosmetics,Face Mask,Occasional,127.64,4.9,7964,100ml,Dry,Female,Spray,Retinol,TRUE,Australia,335
Divine Face Mask,Danessa Myricks,Face Mask,Weekly,149.4,4.9,3784,200ml,Normal,Female,Tube,Salicylic Acid,FALSE,UK,336
Ultra BB Cream,Kiehl’s,Foundation,Occasional,65.63,4.9,6130,150ml,Sensitive,Male,Stick,Vitamin C,TRUE,USA,337
Magic BB Cream,Yves Saint Laurent,Lip Liner,Occasional,69.68,4.9,3559,30ml,Sensitive,Male,Stick,Retinol,FALSE,Japan,338
Perfect Setting Spray,Tarte,Contour,Daily,47.58,4.9,1842,250ml,Combination,Female,Bottle,Salicylic Acid,TRUE,Germany,339
Super Face Oil,Morphe,Exfoliator,Daily,76.31,4.9,2276,200ml,Dry,Male,Bottle,Retinol,TRUE,Japan,340
Perfect Face Mask,Perricone MD,Moisturizer,Daily,101.49,4.9,181,150ml,Normal,Female,Stick,Retinol,FALSE,Italy,341
Ultra Highlighter,Rare Beauty,Mascara,Monthly,48.07,4.9,863,50ml,Normal,Male,Tube,Hyaluronic Acid,FALSE,Italy,342
Magic Highlighter,Patrick Ta,Primer,Monthly,55.04,4.9,5010,200ml,Sensitive,Female,Spray,Retinol,TRUE,Japan,343
Divine Highlighter,Laura Mercier,Eye Shadow,Weekly,27.36,4.9,4568,200ml,Normal,Female,Compact,Salicylic Acid,TRUE,Japan,344
Super CC Cream,KVD Beauty,Mascara,Daily,20.76,4.9,4559,50ml,Dry,Unisex,Jar,Aloe Vera,FALSE,Australia,345
Perfect BB Cream,Kiehl’s,Contour,Occasional,63.32,4.9,7676,150ml,Oily,Unisex,Jar,Salicylic Acid,FALSE,USA,346
Magic Bronzer,Farsali,Lip Gloss,Daily,116.34,4.9,9042,200ml,Combination,Male,Jar,Retinol,TRUE,Australia,347
Super Mascara,NARS,BB Cream,Monthly,16.36,4.9,1690,250ml,Oily,Male,Stick,Vitamin C,TRUE,Italy,348
Divine Moisturizer,Urban Decay,Blush,Occasional,39.88,4.9,1467,200ml,Normal,Male,Compact,Glycerin,FALSE,Italy,349
Ultra Setting Spray,Danessa Myricks,Foundation,Occasional,88.67,4.9,5700,150ml,Combination,Unisex,Compact,Shea Butter,FALSE,Australia,350
Super Mascara,Natasha Denona,Powder,Daily,120.91,4.9,8073,200ml,Normal,Unisex,Jar,Aloe Vera,FALSE,Australia,351
Magic Bronzer,Natasha Denona,Foundation,Occasional,124.04,4.9,8734,150ml,Combination,Male,Bottle,Hyaluronic Acid,FALSE,USA,352
Perfect Highlighter,Yves Saint Laurent,Contour,Occasional,68.83,4.9,8297,30ml,Dry,Male,Bottle,Vitamin C,FALSE,UK,353
Magic Eye Shadow,Sisley,Primer,Occasional,70.46,4.9,313,50ml,Sensitive,Male,Jar,Shea Butter,FALSE,Australia,354
Divine Cleanser,Patrick Ta,Contour,Monthly,142.77,4.9,8888,150ml,Sensitive,Unisex,Stick,Vitamin C,FALSE,France,355
Magic CC Cream,Patrick Ta,Eyeliner,Daily,116.82,4.9,8366,200ml,Combination,Unisex,Tube,Shea Butter,TRUE,USA,356
Divine Bronzer,E.l.f.,Lip Gloss,Daily,44.31,4.9,8779,250ml,Oily,Unisex,Stick,Shea Butter,FALSE,Japan,357
Perfect CC Cream,Farsali,CC Cream,Weekly,89.6,4.9,3919,50ml,Normal,Unisex,Bottle,Retinol,TRUE,UK,358
Ultra Bronzer,Urban Decay,Moisturizer,Occasional,57.18,4.9,709,30ml,Oily,Male,Bottle,Retinol,TRUE,Italy,359
Divine Exfoliator,IT Cosmetics,Serum,Monthly,43.13,4.9,5488,100ml,Normal,Male,Spray,Hyaluronic Acid,FALSE,Australia,360
Perfect Lipstick,Danessa Myricks,Cleanser,Weekly,114.51,4.9,2944,200ml,Oily,Unisex,Spray,Hyaluronic Acid,TRUE,Japan,361
Perfect Makeup Remover,Huda Beauty,Blush,Monthly,15.18,4.9,2805,150ml,Combination,Female,Tube,Retinol,TRUE,Italy,362
Perfect Bronzer,Shiseido,Concealer,Monthly,82.44,4.9,1007,200ml,Oily,Male,Spray,Vitamin C,TRUE,Australia,363
Magic Setting Spray,Yves Saint Laurent,Moisturizer,Weekly,26.05,4.9,4420,250ml,Dry,Female,Compact,Retinol,FALSE,Australia,364
Super Lip Liner,Shiseido,Moisturizer,Daily,69.54,4.9,199,250ml,Combination,Female,Spray,Vitamin C,FALSE,South Korea,365
Perfect Lipstick,ColourPop,Primer,Weekly,141.51,4.9,5307,150ml,Combination,Unisex,Jar,Aloe Vera,FALSE,USA,366
Ultra CC Cream,Patrick Ta,Powder,Occasional,85.96,4.9,5344,50ml,Dry,Male,Tube,Vitamin C,TRUE,Italy,367
Perfect Mascara,Anastasia Beverly Hills,Cleanser,Daily,15.84,4.9,2059,250ml,Sensitive,Female,Compact,Vitamin C,TRUE,UK,368
Ultra Lip Liner,Sisley,BB Cream,Occasional,136.19,4.9,5382,200ml,Oily,Unisex,Jar,Retinol,FALSE,France,369
Perfect Lip Gloss,Kiehl’s,Blush,Monthly,55.92,4.9,1890,100ml,Sensitive,Unisex,Tube,Salicylic Acid,TRUE,Germany,370
Perfect Highlighter,Laura Mercier,BB Cream,Daily,97.3,4.9,1034,30ml,Oily,Unisex,Jar,Aloe Vera,FALSE,Japan,371
Super Face Oil,Tarte,Serum,Occasional,126.63,4.9,65,200ml,Dry,Female,Stick,Salicylic Acid,TRUE,South Korea,372
Super Primer,Huda Beauty,Setting Spray,Occasional,51.89,4.9,8857,100ml,Combination,Female,Bottle,Vitamin C,TRUE,USA,373
Divine Eye Shadow,Drunk Elephant,Primer,Occasional,82.74,4.9,5755,50ml,Combination,Male,Stick,Salicylic Acid,TRUE,Japan,374
Perfect Makeup Remover,Milk Makeup,Exfoliator,Daily,89.83,4.9,111,100ml,Sensitive,Male,Stick,Vitamin C,FALSE,France,375
Ultra Contour,Becca,Makeup Remover,Weekly,60.8,4.9,8024,200ml,Normal,Male,Stick,Vitamin C,FALSE,Australia,376
Perfect Mascara,Anastasia Beverly Hills,Blush,Daily,121.87,4.9,4247,30ml,Normal,Unisex,Compact,Retinol,TRUE,USA,377
Ultra Face Oil,ColourPop,Face Mask,Occasional,116.02,4.9,1477,100ml,Normal,Male,Spray,Glycerin,FALSE,Italy,378
Magic CC Cream,Farsali,Contour,Daily,38.7,4.9,1100,100ml,Combination,Female,Spray,Glycerin,FALSE,South Korea,379
Ultra Face Mask,Bourjois,Lip Gloss,Daily,116.76,4.9,4036,30ml,Combination,Male,Jar,Shea Butter,TRUE,South Korea,380
Divine Mascara,Make Up For Ever,BB Cream,Occasional,23.38,4.9,3086,100ml,Normal,Male,Bottle,Aloe Vera,FALSE,Italy,381
